"","logFC","pvalue","padj","piValue","rank"
"LRCH4",-0.124970544999702,1.03921836716911e-10,7.99615689948057e-10,-9.09711869280428,-35
"PIAS3",-0.102611501601699,1.02875354523208e-10,7.92498744058874e-10,-9.1010014173736,-34
"LRRC4",-0.122665739580382,7.82496116789207e-11,6.12563886864636e-10,-9.21284861020283,-33
"PCDHGC3",-0.24662568155171,7.56292136632984e-11,5.93832754122058e-10,-9.22633585163361,-32
"SPEN",-0.110187566357642,6.96547743485202e-11,5.49901674971792e-10,-9.25971495747779,-31
"ADAMTS17",-0.158336400112345,6.90121367780012e-11,5.45158260362624e-10,-9.263477402999,-30
"RSKR",-0.114089104463416,6.64375542203623e-11,5.26414691459274e-10,-9.27867199870516,-29
"PPP1R10",-0.142824668506066,6.27980370871385e-11,4.9970225728521e-10,-9.30128868873172,-28
"RAB11FIP1",-0.172899116874462,5.89407135869751e-11,4.71598028589772e-10,-9.32642801904424,-27
"CRMP1",-0.100217485130738,5.87463021481437e-11,4.7033104519097e-10,-9.32759635378605,-26
"BCAT1",-0.119234822137652,5.65505668396552e-11,4.53587018894701e-10,-9.34333938291381,-25
"MGAT3",-0.150915552854411,5.29344486119954e-11,4.26681754510287e-10,-9.36989592776388,-24
"PIEZO1",-0.142479846616891,5.12416475697086e-11,4.1380406662795e-10,-9.38320524565337,-23
"P3H4",-0.115382271623535,4.9203813206115e-11,3.98086930418208e-10,-9.40002208049284,-22
"CHERP",-0.110402619221443,4.44231985676767e-11,3.62784818860137e-10,-9.44035089477406,-21
"EGLN2",-0.146088282214519,4.21889527804512e-11,3.45620805378546e-10,-9.46140012212737,-20
"RHOU",-0.130367046392869,4.11201061589994e-11,3.38352318312726e-10,-9.47063084348382,-19
"FKBP5",-0.105937698314186,3.87690560814229e-11,3.20828698866699e-10,-9.49372679000766,-18
"BCL9L",-0.186886163447433,3.67693946668501e-11,3.05833192120573e-10,-9.51451538232285,-17
"SMARCC2",-0.105040542021102,3.4638757244894e-11,2.88848255746744e-10,-9.53933025066663,-16
"MAST3",-0.1120165027146,3.38409994368096e-11,2.82919432471071e-10,-9.54833722177201,-15
"IGF2BP3",-0.154416449768302,3.05416868380835e-11,2.57482016640133e-10,-9.58925309806625,-14
"OSR1",-0.129247372888304,2.77999099537687e-11,2.35279964709313e-10,-9.62841505364274,-13
"GCN1",-0.100072487894649,2.75453496427319e-11,2.33884407578456e-10,-9.63099873042837,-12
"SEMA7A",-0.132069346540171,2.60827134689818e-11,2.221886016084e-10,-9.65327822435801,-11
"NHSL2",-0.110447198958229,2.29700194523061e-11,1.97869876946483e-10,-9.70362031631241,-10
"SRRM2",-0.125614904410408,2.25195218457402e-11,1.94374324230406e-10,-9.71136110351213,-9
"PSMC3IP",-0.116156269699931,2.17035813158847e-11,1.87704315332738e-10,-9.72652574280938,-8
"PITX2",-0.225382123503572,2.09775088319067e-11,1.82028390010464e-10,-9.73986087210645,-7
"PFKFB3",-0.117708212409053,2.02391958808123e-11,1.7620800579276e-10,-9.75397436384319,-6
"AL365205.1",-0.121085950565463,1.99734191695047e-11,1.74126559364091e-10,-9.75913498129196,-5
"AC125807.2",-0.135157965067264,1.99561330297898e-11,1.74092232089979e-10,-9.75922060645717,-4
"ARHGEF11",-0.110930849845664,1.89312433537518e-11,1.66151598801905e-10,-9.77949547534522,-3
"SLC9B2",-0.148774693494407,1.73593151765457e-11,1.52766658928819e-10,-9.81597141947251,-2
"LPCAT3",-0.134895665723198,1.73040590808693e-11,1.52486174684255e-10,-9.81676953028783,-1
"TRAF3",-0.110357616557352,1.52198617289004e-11,1.34757255036198e-10,-9.87044784404572,-785
"ACVR2B",-0.101981277942183,1.43025399775178e-11,1.27469023444531e-10,-9.89459534136017,-784
"KIF26B",-0.196054210753105,1.36768505945166e-11,1.22006487998417e-10,-9.91361707402205,-783
"DBF4B",-0.107175351871675,1.30262713067886e-11,1.1668175163677e-10,-9.93299705983422,-782
"NOTCH2",-0.117401278669859,1.29159470075585e-11,1.1585266910081e-10,-9.93609395615626,-781
"SALL2",-0.114554827146706,1.27801543251847e-11,1.14792543188057e-10,-9.94008632236889,-780
"ZNF384",-0.166553895827414,1.25357587534854e-11,1.12908401700937e-10,-9.94727374030183,-779
"SLC13A3",-0.144049444631374,1.17172632340061e-11,1.06122602151325e-10,-9.97419210955565,-778
"TLL1",-0.14521058065463,1.12166638554362e-11,1.01800786362282e-10,-9.99224886726959,-777
"GNB3",-0.135514594060119,1.01891108622152e-11,9.27977540956781e-11,-10.0324625345102,-776
"SRCAP",-0.1643154746502,9.81389516966657e-12,8.96936375632736e-11,-10.0472383626322,-775
"BAZ2A",-0.104642825997508,9.77812533603025e-12,8.94921478122853e-11,-10.048215068722,-774
"ST6GAL2",-0.156560505642947,9.52856377265138e-12,8.74535740485006e-11,-10.0582224370964,-773
"ABCC10",-0.107092950736718,9.41590491451591e-12,8.64804449965609e-11,-10.0630820843293,-772
"DLG5",-0.224843103908392,9.01825867572029e-12,8.3297542244153e-11,-10.0793678125854,-771
"CRABP2",-0.218406343767446,8.93328737514866e-12,8.25711792676745e-11,-10.0831715128392,-770
"AL162586.1",-0.106565012504633,8.71664580257544e-12,8.06831047247614e-11,-10.0932173982767,-769
"CENPP",-0.114409975008303,8.36928746217075e-12,7.77991782477769e-11,-10.1090249902126,-768
"URB1",-0.119951327001438,7.49132243293247e-12,7.00873939528732e-11,-10.1543600880109,-767
"XPC",-0.114914430178722,7.41435259737578e-12,6.94170757896446e-11,-10.1585336850347,-766
"PTH1R",-0.153569728177834,7.19437281399076e-12,6.74543567505877e-11,-10.1709899948189,-765
"ZNF761",-0.120597192305645,6.13208695535496e-12,5.82481267820389e-11,-10.2347180366763,-764
"SNHG4",-0.10587675394596,5.53065611866658e-12,5.28044049045751e-11,-10.2773298474291,-763
"TBKBP1",-0.100417704913761,5.28809243604454e-12,5.07859363408637e-11,-10.2942565360461,-762
"KCNS3",-0.116682988069247,5.12277087107099e-12,4.92707800151238e-11,-10.3074105622718,-761
"PLXNA4",-0.142855392814078,4.94803614217087e-12,4.76604781138792e-11,-10.3218416052716,-760
"EPHA4",-0.162048931754887,4.76206467353409e-12,4.6005072201653e-11,-10.3371942833673,-759
"WNT11",-0.103002343056222,4.38033673109959e-12,4.24357845949099e-11,-10.3722677637456,-758
"IRX2",-0.126969111319555,4.35768118194091e-12,4.22549278623594e-11,-10.3741226353857,-757
"SARM1",-0.145050827000609,4.15354621943523e-12,4.05164919924265e-11,-10.3923681638617,-756
"KLHL3",-0.11694302213448,4.08632144016927e-12,3.99737843333075e-11,-10.3982247349705,-755
"EDIL3",-0.132617224550311,4.09178056164435e-12,3.99737843333075e-11,-10.3982247349705,-754
"BRPF3",-0.109966684281241,3.94337511296321e-12,3.87270317946282e-11,-10.4119857879252,-753
"DNMT1",-0.102922692812467,3.53453924279738e-12,3.49048334543336e-11,-10.4571144298546,-752
"SMG6",-0.158408755114601,3.38779879854449e-12,3.36509306402264e-11,-10.4730029205536,-751
"IGDCC4",-0.117344448771642,3.27652216385151e-12,3.25952723577051e-11,-10.4868453857557,-750
"ZMIZ1",-0.102962597774226,3.20186300067852e-12,3.19012202099689e-11,-10.4961927050205,-749
"ANKRD52",-0.114757895009575,2.97160562870348e-12,2.9743423338105e-11,-10.5266090475395,-748
"CEP170B",-0.131153804221655,2.84651701367271e-12,2.85571345325534e-11,-10.5442853724958,-747
"PPL",-0.103514731793835,2.47994646701664e-12,2.49563748632956e-11,-10.6028184995668,-746
"MIR17HG",-0.118612115420777,2.45970627527067e-12,2.47909499552397e-11,-10.6057068313437,-745
"ESPL1",-0.125150068055728,2.17626355399866e-12,2.21567753873931e-11,-10.6544934449077,-744
"SEPT6",-0.127821730642678,1.97375946468723e-12,2.02850834818368e-11,-10.6928232006475,-743
"ATXN2L",-0.10414895031111,1.73925551960259e-12,1.80169741752637e-11,-10.7443181439522,-742
"PRAG1",-0.112207615113905,1.59981217936142e-12,1.6638556972274e-11,-10.7788843418767,-741
"CCNJ",-0.120500094088985,1.56015552307256e-12,1.62540249741749e-11,-10.7890390772928,-740
"WT1",-0.143658658963332,1.50066250277652e-12,1.57103170332508e-11,-10.8038150508351,-739
"IL18BP",-0.176063720431423,1.45583810281244e-12,1.52874722519162e-11,-10.815664318237,-738
"NPPC",-0.273102954807106,1.31862168874032e-12,1.39250721170455e-11,-10.8562025469655,-737
"HASPIN",-0.117626544215589,1.30279453061393e-12,1.3780248392755e-11,-10.8607429540807,-736
"KMT2B",-0.100955829694146,1.20759203054878e-12,1.28044026523717e-11,-10.892640677315,-735
"ZNF425",-0.109654142229139,1.20064050332901e-12,1.27410524364661e-11,-10.8947946969244,-734
"ZNF142",-0.114810756266447,1.09570516192292e-12,1.16654585484071e-11,-10.9330981851918,-733
"SETD1B",-0.103518415210837,1.07629489342126e-12,1.14681683006537e-11,-10.9405059422072,-732
"TRAF4",-0.103876503537849,1.06091854505071e-12,1.13228311493874e-11,-10.9460449690112,-731
"HCFC1",-0.102997877425421,1.03726093815104e-12,1.10794079896527e-11,-10.9554834448148,-730
"BASP1",-0.135494449378168,9.23292313835831e-13,9.93529567413112e-12,-11.0028192037698,-729
"SLC36A1",-0.151221567782389,8.91342915612406e-13,9.59941726293724e-12,-11.0177551302075,-728
"NR2F1",-0.232912778572836,8.27175794818013e-13,8.93048569206666e-12,-11.049124920994,-727
"SP6",-0.251225122023923,8.13775882175807e-13,8.79309449489384e-12,-11.0558582596759,-726
"FBXW8",-0.115601436024093,7.9782408971905e-13,8.63503882001316e-12,-11.0637357056611,-725
"CLDN11",-0.164524424085292,7.9748397907985e-13,8.63503882001316e-12,-11.0637357056611,-724
"ADD2",-0.12444932247453,7.42643781911499e-13,8.09152899222204e-12,-11.0919694054406,-723
"USP22",-0.131669256847564,6.94027747945685e-13,7.57448526251684e-12,-11.1206468750691,-722
"PEAR1",-0.114808584970474,6.65463450055586e-13,7.31168855570763e-12,-11.1359823158271,-721
"MED12",-0.121089340368529,6.57258291776753e-13,7.23983331195306e-12,-11.1402714327714,-720
"ACSM3",-0.166125718189688,5.99015270442129e-13,6.64316084787946e-12,-11.1776252320533,-719
"CYP27C1",-0.144425049025044,5.8532268533889e-13,6.50236666285333e-12,-11.1869285446578,-718
"JAG1",-0.106026162067693,5.662949566592e-13,6.3092373048493e-12,-11.2000231374778,-717
"EP300",-0.107169378572044,5.6270732437089e-13,6.27786905427301e-12,-11.2021877471896,-716
"C14orf132",-0.138757646174584,5.07245196930956e-13,5.71285998132429e-12,-11.243146420099,-715
"NDOR1",-0.143546995884494,4.94328299366152e-13,5.57701529440601e-12,-11.2535981644977,-714
"PSMG3-AS1",-0.121498323960812,4.77748028532838e-13,5.40867169108096e-12,-11.2669093796375,-713
"MMRN1",-0.211151449003166,4.63779818685259e-13,5.2688296126247e-12,-11.2782858457418,-712
"FANCA",-0.138427031994377,4.60997867575873e-13,5.24179092321233e-12,-11.2805203055386,-711
"LLGL1",-0.101846911482741,4.46241823443717e-13,5.08731281586797e-12,-11.2935115570358,-710
"EFR3B",-0.118386202790483,4.16478814969791e-13,4.76466377617195e-12,-11.3219677404202,-709
"GSTCD",-0.109255694027071,4.01191304413669e-13,4.60593045084778e-12,-11.3366826241315,-708
"AC074117.1",-0.121670055057806,4.00242116247282e-13,4.60169900690319e-12,-11.3370817915596,-707
"TTF2",-0.111719937744453,3.84703597989568e-13,4.44009232299111e-12,-11.3526079994915,-706
"MAPK13",-0.155416173411319,3.75628228372065e-13,4.34303488867772e-12,-11.3622066818283,-705
"GPR173",-0.10502091400964,3.66195345134483e-13,4.24526194777237e-12,-11.3720955070779,-704
"PMM2",-0.136993076467146,3.61102204245896e-13,4.18994212435496e-12,-11.3777919758993,-703
"AL031985.3",-0.100295347975376,3.37394298898528e-13,3.92533135257324e-12,-11.4061236768754,-702
"COLEC11",-0.139499662870048,3.35025396610974e-13,3.90125109160743e-12,-11.4087960968068,-701
"LINC00664",-0.145347378429297,3.29044515290224e-13,3.84189665927941e-12,-11.4154543211267,-700
"PLAT",-0.12140382676263,2.90843761980522e-13,3.43585538383149e-12,-11.4639651240392,-699
"ADAMTS10",-0.11349309376079,2.85515011884639e-13,3.37596263372572e-12,-11.4716023689352,-698
"PLXNA2",-0.129421173782744,2.66717131427088e-13,3.16229529824735e-12,-11.499997577664,-697
"GABRB2",-0.185427678367049,2.46387045803791e-13,2.93191592278562e-12,-11.5328484879169,-696
"TMEM132A",-0.130977468763754,2.43006951854393e-13,2.89433485487213e-12,-11.5384512253903,-695
"TMEM132C",-0.170942428745027,2.42559711399544e-13,2.8916487715474e-12,-11.5388544589025,-694
"NRCAM",-0.168026100018327,2.35547857106195e-13,2.81577924141063e-12,-11.5504013971135,-693
"XKR5",-0.182831309833715,2.04973199384092e-13,2.46156580696808e-12,-11.6087885494012,-692
"AMOTL1",-0.108821946661442,1.77274629698384e-13,2.15071229816402e-12,-11.6674176815124,-691
"CCDC3",-0.114573683307824,1.68153525668234e-13,2.05150447311984e-12,-11.6879275317562,-690
"TMEM108",-0.143599421281037,1.67449450183363e-13,2.04482746188335e-12,-11.6893433309394,-689
"TYMS",-0.114652816525087,1.59781272014139e-13,1.95852194512067e-12,-11.7080715578453,-688
"GRAMD1B",-0.12602227173989,1.58796410560441e-13,1.94828107857881e-12,-11.7103483872573,-687
"SLX4",-0.135443519502049,1.58168488906896e-13,1.94240436188676e-12,-11.7116603553468,-686
"NLGN3",-0.106986187115414,1.53198766978963e-13,1.89206280202617e-12,-11.723064452437,-685
"ST6GALNAC3",-0.149471237321747,1.35544924847422e-13,1.68842111734486e-12,-11.7725192246952,-684
"SLC35G1",-0.122618790927381,1.34213988716375e-13,1.67344057441583e-12,-11.7763897052731,-683
"MRVI1",-0.162780869116626,1.20760707541167e-13,1.51730361055096e-12,-11.8189275087361,-682
"SLC22A23",-0.133553220784783,1.14857337222192e-13,1.4529286052879e-12,-11.837755725751,-681
"ITGA5",-0.108514631227245,1.13677532952959e-13,1.43940037356553e-12,-11.8418183889367,-680
"CPAMD8",-0.146721092444709,1.13107406611876e-13,1.4335731749583e-12,-11.8435801341305,-679
"MDC1",-0.148065151067628,1.12125879375975e-13,1.42251529068235e-12,-11.8469430566564,-678
"AMIGO2",-0.127551197603186,1.02874591544887e-13,1.31667362407106e-12,-11.8805218642418,-677
"IFFO2",-0.127003454737162,1.02008383626008e-13,1.3081547091941e-12,-11.8833408910453,-676
"ADAMTSL4",-0.139851794697981,1.01595257971532e-13,1.30413912841015e-12,-11.8846760746488,-675
"NRG1",-0.202252897707548,1.00311473316986e-13,1.29019944280092e-12,-11.8893431500009,-674
"JAK3",-0.187662717161747,8.22690145846138e-14,1.06974325843722e-12,-11.9707204417758,-673
"ZSWIM5",-0.168652019475058,7.40010011587457e-14,9.67055167447255e-13,-12.0145487500799,-672
"MEG9",-0.160278333254715,7.04317128299609e-14,9.23186330380251e-13,-12.034710634739,-671
"PFKFB4",-0.138801342615677,6.97695626955279e-14,9.16349080236732e-13,-12.0379390517247,-670
"DDIAS",-0.11124245079671,6.49551224572408e-14,8.58302641425871e-13,-12.066359550932,-669
"UNC5C",-0.119896809229907,6.39766912500199e-14,8.47090362723613e-13,-12.0720702591628,-668
"PLXND1",-0.11766157419347,6.14106346062005e-14,8.17262751565375e-13,-12.0876382944964,-667
"CTHRC1",-0.125425191088583,5.19197141173264e-14,6.97360362016653e-13,-12.1565427415695,-666
"C1RL",-0.122942322859312,4.53357860314442e-14,6.13986834290857e-13,-12.2118409413281,-665
"KCNE3",-0.165200596455873,4.48679853053749e-14,6.0891598788002e-13,-12.2154426228302,-664
"GDPD5",-0.113055645002947,4.10015157567288e-14,5.59353314329767e-13,-12.2523137842553,-663
"NADK",-0.103042697334612,3.7080712411224e-14,5.08524344129531e-13,-12.2936882516536,-662
"MAGEL2",-0.100820228552816,3.31402439787099e-14,4.56404500496658e-13,-12.3406500817577,-661
"SH3BP5",-0.215813726135089,3.13199730369015e-14,4.33625359179691e-13,-12.3628853274158,-660
"SLC16A9",-0.131861324157982,2.80019960321836e-14,3.91008599841262e-13,-12.4078136906283,-659
"BLM",-0.118071512901678,2.72533240785019e-14,3.80962328651471e-13,-12.4191179672841,-658
"LRFN1",-0.170886436111607,2.54751136218257e-14,3.5879744260891e-13,-12.4451506611263,-657
"MAP3K12",-0.116487960942493,2.53792486734711e-14,3.57833687783146e-13,-12.4463187757596,-656
"RAB11FIP3",-0.130324801956006,2.44226654593268e-14,3.46217829261456e-13,-12.4606505709191,-655
"SEC16A",-0.100007129192598,2.24778773379737e-14,3.196908137861e-13,-12.4952698428629,-654
"DGCR8",-0.110709585925816,2.2306964801822e-14,3.17606370027688e-13,-12.4981107957911,-653
"ADARB1",-0.111999820966416,2.18291069113895e-14,3.11482726847201e-13,-12.5065660319677,-652
"ABAT",-0.155411109890793,2.144426558576e-14,3.06326518915095e-13,-12.5138154043689,-651
"AP1G2",-0.1414209485505,2.14026586776874e-14,3.06067406221929e-13,-12.5141829168961,-650
"CTDSP2",-0.108201853106736,1.93714962414285e-14,2.78855467969879e-13,-12.5546208351751,-649
"ANKEF1",-0.125259900852465,1.9233817257375e-14,2.77486111361377e-13,-12.5567587491541,-648
"SETDB1",-0.113284380947632,1.89807884773567e-14,2.74138918407183e-13,-12.5620293050308,-647
"WNT5A",-0.180466573443668,1.75000668152516e-14,2.54377825410808e-13,-12.5945207496331,-646
"STK36",-0.123603215580429,1.58758152596193e-14,2.31861570678562e-13,-12.6347712264602,-645
"GLI2",-0.163460552071304,1.54844529115215e-14,2.26653462258208e-13,-12.6446376424639,-644
"SLC24A1",-0.115581248095285,1.48595153785963e-14,2.17750336592868e-13,-12.6620411649985,-643
"NTNG1",-0.213429200972041,1.33148890900084e-14,1.96662268982887e-13,-12.7062789544902,-642
"EPHA2",-0.112055785450708,1.21449825588194e-14,1.80816053118861e-13,-12.7427630148372,-641
"TENM3",-0.152652634134977,1.11013983617019e-14,1.66037198891418e-13,-12.7797946019393,-640
"CCN4",-0.114127384718217,1.10409477017107e-14,1.65403615063897e-13,-12.781455002733,-639
"GCNT1",-0.187237280575035,1.09492136586018e-14,1.64705472359267e-13,-12.7832919711038,-638
"PRR5L",-0.11041216196824,1.08254555556916e-14,1.63220336829283e-13,-12.7872257302483,-637
"CACNA1A",-0.221162109048072,1.06271276375217e-14,1.6060138893228e-13,-12.7942507031232,-636
"SLC1A5",-0.131637091207555,1.0217650017109e-14,1.54951850608298e-13,-12.8098032325633,-635
"COL4A5",-0.115821201701964,1.01172659548172e-14,1.53608128734256e-13,-12.8135858014202,-634
"PTGIS",-0.118414017166173,9.96247429999395e-15,1.51434253870071e-13,-12.8197758779129,-633
"POLE",-0.124592546281384,9.82990632458642e-15,1.49593510251174e-13,-12.8250872468675,-632
"HMGN1",-0.104059834599786,8.95132657905398e-15,1.37183550227993e-13,-12.8626979620514,-631
"SYNGAP1",-0.240260770603838,7.89538607143489e-15,1.21572166639497e-13,-12.9151658433076,-630
"SLC26A6",-0.10998116348943,6.88758988581786e-15,1.06810876683515e-13,-12.971384520312,-629
"WWP2",-0.104211323368829,6.26720411263372e-15,9.78884742957713e-14,-13.0092684404177,-628
"EXO1",-0.103922539173947,5.95680862659465e-15,9.36008410940331e-14,-13.0287202486886,-627
"POM121",-0.188652299090782,5.94914897645479e-15,9.35932460204141e-14,-13.0287554901711,-626
"CACNA2D2",-0.131205433557975,5.90009833424514e-15,9.29336744869869e-14,-13.0318268910231,-625
"GRB10",-0.107091837635981,5.03984296362786e-15,8.00604530226973e-14,-13.0965819567653,-624
"E2F2",-0.116752161491808,4.59665683275774e-15,7.32880176195923e-14,-13.1349670254554,-623
"NFATC1",-0.105565822263337,4.50988069661478e-15,7.2080715741728e-14,-13.1421809095825,-622
"PPRC1",-0.105504008858254,4.3869395761653e-15,7.02017987145373e-14,-13.1536517602094,-621
"SHC1",-0.102476463122011,3.7383290355397e-15,6.04904308703583e-14,-13.2183133220234,-620
"VWA5A",-0.137027242872841,3.7358116700077e-15,6.04904308703583e-14,-13.2183133220234,-619
"AGRN",-0.143158241507239,3.56087480851035e-15,5.7964951752608e-14,-13.2368345212862,-618
"ADGRA2",-0.187554502394334,3.53240554934181e-15,5.75870414681448e-14,-13.2396752327579,-617
"GIMAP8",-0.129576012792352,3.52265044616712e-15,5.74998837533311e-14,-13.2403330333162,-616
"AC106820.4",-0.117633087273736,3.38457144938776e-15,5.53846685607467e-14,-13.256610438899,-615
"SKI",-0.115514199553952,2.80420367313556e-15,4.64117059708552e-14,-13.3333724677777,-614
"ZNF90",-0.131086212286196,2.78567009518647e-15,4.61635443220101e-14,-13.3357008545231,-613
"AMPD3",-0.186505699766926,2.74211419170905e-15,4.56156291942213e-14,-13.3408863303652,-612
"SPECC1",-0.100518100288102,2.70156601843084e-15,4.49984981000959e-14,-13.3468019812852,-611
"CECR2",-0.14832031627671,2.61504345001464e-15,4.37248675321678e-14,-13.3592714975757,-610
"FJX1",-0.10934393004765,2.55172004005818e-15,4.27757490519779e-14,-13.3688023767303,-609
"ZNF469",-0.168427047835306,2.41302879961281e-15,4.05028592079154e-14,-13.3925143176646,-608
"SCRN1",-0.115903382921712,2.20212770916242e-15,3.7298895562203e-14,-13.4283040276643,-607
"ROBO3",-0.137780621557042,2.17402844853765e-15,3.69188528982135e-14,-13.4327518013546,-606
"ZSWIM4",-0.146321749056255,1.92969676189872e-15,3.29844104438836e-14,-13.4816912739985,-605
"FASN",-0.129266173976121,1.88263968649678e-15,3.23496532164571e-14,-13.4901303705435,-604
"TMEM200B",-0.132917939085992,1.85727040399254e-15,3.19980457184554e-14,-13.4948765454179,-603
"LOXL3",-0.111780164240134,1.85003536565707e-15,3.19155571943116e-14,-13.4959975690846,-602
"DLG4",-0.101798427199237,1.63507673044017e-15,2.85177240767125e-14,-13.5448851373183,-601
"PTPRS",-0.188225327860809,1.37723032043102e-15,2.4207328624072e-14,-13.6160531340542,-600
"HS3ST1",-0.170360252670609,1.25329846476018e-15,2.21483991563717e-14,-13.6546576582752,-599
"MGST1",-0.175135609093675,1.2529623477285e-15,2.21483991563717e-14,-13.6546576582752,-598
"ZNF334",-0.124131464439234,1.11369229589419e-15,1.99516139052912e-14,-13.7000219680568,-597
"URB2",-0.115437779990151,1.06546940252565e-15,1.92197122375374e-14,-13.7162531189872,-596
"ZNF124",-0.125653933622837,1.03127561451215e-15,1.86286656017554e-14,-13.7298182531311,-595
"NLN",-0.101953487122722,1.00056315517246e-15,1.80989523852417e-14,-13.7423465625052,-594
"SLC9A1",-0.113258671561971,9.67193275838986e-16,1.75439981967901e-14,-13.7558714259683,-593
"GALNT2",-0.119028732556211,8.6573954829216e-16,1.57255921849949e-14,-13.8033929911715,-592
"MINK1",-0.132358268849334,8.28311279952762e-16,1.51088611372642e-14,-13.8207682703031,-591
"GMIP",-0.172776093770758,7.03867118848327e-16,1.29293450197463e-14,-13.8884234752368,-590
"STXBP1",-0.100197999454043,7.01530976694575e-16,1.29228347430094e-14,-13.8886422093898,-589
"GAREM2",-0.137369867488464,6.85088503544398e-16,1.27097073445605e-14,-13.8958644494543,-588
"BCL9",-0.109607295992507,6.68461123461214e-16,1.24189030942752e-14,-13.9059167617392,-587
"HCN4",-0.129782853219815,6.06144936958801e-16,1.13257052547517e-14,-13.9459347448374,-586
"AMOT",-0.120322614167868,5.20939782709635e-16,9.86080790435276e-15,-14.0060875014859,-585
"SLC7A1",-0.134122577224513,5.16792544643651e-16,9.79652378959665e-15,-14.0089280025541,-584
"LRP4",-0.131902341423672,4.32407805689054e-16,8.2690067475024e-15,-14.0825466536863,-583
"XRCC2",-0.164887145882074,3.96052498018335e-16,7.60724105913862e-15,-14.1187728215529,-582
"DNM1",-0.143578663594123,3.87068398350305e-16,7.47873489079212e-15,-14.1261718615495,-581
"TGFB2",-0.217784522946024,3.86012789508592e-16,7.46940474891848e-15,-14.1267140065595,-580
"ENOSF1",-0.112001636786598,3.82394606486983e-16,7.421414371731e-15,-14.1295133190738,-579
"SFXN2",-0.133753441323417,3.39268564489823e-16,6.62386320071298e-15,-14.1788886453942,-578
"PASK",-0.128526631720479,3.37780951761794e-16,6.60470640611291e-15,-14.1801464829759,-577
"KSR1",-0.171297875203749,3.16700774918312e-16,6.20181907880574e-15,-14.2074809072735,-576
"LYPD6",-0.134392507018981,2.38134181914656e-16,4.70567575838022e-15,-14.3273780009164,-575
"NCAPD2",-0.109168631589802,2.25823892845125e-16,4.48279331885254e-15,-14.3484512840097,-574
"FOXP4",-0.125269157624124,2.09224548073919e-16,4.18883816497874e-15,-14.3779064182051,-573
"CAMK1D",-0.156555359680719,2.09438077431855e-16,4.18883816497874e-15,-14.3779064182051,-572
"KLHL4",-0.200327932639111,1.99550286489786e-16,4.01006908536178e-15,-14.3968481453018,-571
"RSPO3",-0.273277522345124,1.97331887026539e-16,3.97160875092611e-15,-14.4010335410636,-570
"TONSL",-0.118212246849288,1.46450730910251e-16,2.98906170975195e-15,-14.5244651187753,-569
"SMURF1",-0.11486351678034,1.42893438660251e-16,2.93021419340722e-15,-14.5331006323371,-568
"DRP2",-0.169799113070616,1.3101590841954e-16,2.69512535900259e-15,-14.5694210295656,-567
"AFAP1",-0.135520846557383,1.27873817399475e-16,2.63881380779106e-15,-14.5785912521072,-566
"SDC3",-0.106470553428489,1.21261216729035e-16,2.51429060187611e-15,-14.5995845279637,-565
"ZNF738",-0.104844138013345,1.10476623473334e-16,2.29798424774996e-15,-14.6386529526446,-564
"ENPP1",-0.188926757505642,1.05209846786342e-16,2.19895324004402e-15,-14.6577840056582,-563
"NPR1",-0.125568218874043,1.02353071299921e-16,2.14267858088855e-15,-14.669042971756,-562
"PLK1",-0.11007351570497,9.20318639387269e-17,1.93906230935198e-15,-14.7124082351849,-561
"ADAMTS8",-0.16161686119511,8.92859029281724e-17,1.89344186339711e-15,-14.7227480249997,-560
"CHST6",-0.141347601320016,7.60842578457224e-17,1.63205738622354e-15,-14.7872645746985,-559
